kegg_id,Keq,stdev,bigg_id
R04885,2.60E-08,1.70E-02,
R04888,3.03E+06,4.12E-01,
R04889,2.03E+06,4.12E-01,
R04890,3.59E+16,2.65E-02,3MOXTYROX
R04891,3.03E+06,4.12E-01,
R04892,2.03E+06,4.12E-01,
R04893,3.59E+16,2.65E-02,
R04894,2.72E+15,6.46E-03,
R04895,1.33E+00,3.10E-01,
R04899,2.52E-36,2.34E-01,
R04900,5.18E+03,2.26E-02,
R04901,6.44E-02,2.86E-01,
R04902,3.07E+77,5.94E-02,
R04903,3.03E+06,4.12E-01,
R04904,7.13E+29,3.24E-02,
R04906,2.85E+25,1.23E-02,
R04907,4.85E+36,4.31E-03,3HXKYNOXDA
R04909,2.01E-04,8.54E-02,
R04910,1.77E+11,3.23E-01,
R04911,2.92E+05,1.45E-02,
R04914,2.57E+20,1.70E-02,
R04915,1.94E+57,1.78E-03,
R04916,4.92E+06,4.12E-01,
R04917,3.29E+06,4.12E-01,
R04918,1.01E-02,8.54E-02,
R04919,6.24E-05,4.46E-01,HPCOR
R04925,3.20E-23,2.09E-03,
R04937,6.25E+32,2.34E-01,
R04938,6.73E+34,2.75E-01,
R04972,2.10E+07,5.10E-05,UPPDC2
R04978,1.70E-14,6.98E-02,
R04980,#NUM!,2.56E-04,
R04982,2.31E+65,8.57E-03,
R04985,1.18E-02,7.27E-02,
R04986,8.46E+01,7.27E-02,OPHBDC
R04987,3.07E+77,5.94E-02,
R04989,5.88E+76,8.57E-03,
R04996,3.03E+06,4.12E-01,
R04998,1.66E-07,1.50E-01,BDG2HCGHD
R05000,1.98E+13,1.13E-01,
R05001,3.97E+35,2.34E-01,
R05002,2.15E+01,3.97E-02,
R05030,1.08E+02,1.69E-01,GLNSP2
R05032,2.51E+02,3.66E-02,
R05038,6.70E-02,2.86E-01,
R05039,4.38E+80,2.26E-02,
R05048,1.04E+01,3.80E-01,r0777
R05049,7.99E+06,4.12E-01,SGSAD
R05050,2.58E+06,4.12E-01,NABTNO
R05051,3.30E-07,4.12E-01,4HGLSD
R05052,3.34E+01,2.34E-01,
R05053,6.98E-02,2.34E-01,
R05055,3.09E+00,1.76E-01,
R05056,6.47E+09,5.70E-02,RE3566C
R05057,1.55E-10,5.70E-02,RE3567C
R05058,3.49E+13,8.20E-02,RE3421M
R05061,8.48E+00,6.98E-02,
R05062,3.57E-07,1.45E-02,
R05063,8.98E-05,2.44E-02,
R05064,2.40E+04,2.09E-03,HIBH
R05066,8.98E-05,4.46E-01,HMNO
R05068,1.64E-04,4.46E-01,KARI_23dhmp
R05070,1.66E+06,3.36E-01,DHAD2m
R05076,3.64E+00,2.25E-01,
R05077,7.69E-07,2.44E-01,
R05078,2.75E-01,2.25E-01,
R05079,1.11E-07,1.18E-01,
R05083,2.05E+03,1.84E-01,
R05085,4.81E+01,2.34E-01,OHPBAT
R05086,2.84E+02,3.80E-01,4HTHRS
R05087,4.78E+03,8.54E-02,
R05089,2.65E+35,1.63E-01,
R05090,1.45E+73,8.68E-07,
R05098,1.37E+15,4.66E-02,
R05099,3.29E+06,4.12E-01,
R05100,2.74E+00,1.51E-02,
R05119,3.03E+06,4.12E-01,
R05120,9.47E+16,1.14E-02,
R05121,3.57E-07,1.45E-02,
R05128,2.53E-13,8.92E-03,
R05129,6.32E+16,1.28E-02,
R05130,5.47E+11,3.38E-02,
R05133,1.25E-06,1.33E-01,
R05134,1.30E-06,1.33E-01,
R05135,9.05E+05,1.00E-01,23PDE9pp
R05136,5.43E+01,1.91E-01,
R05137,3.95E+12,2.76E-02,
R05138,1.04E-11,3.23E-01,HMSH3
R05140,2.20E+43,3.36E-01,
R05141,2.23E+02,2.44E-01,
R05142,2.23E+02,2.44E-01,
R05147,3.25E-03,3.95E-01,
R05148,3.56E+69,4.14E-03,
R05150,1.65E+07,2.45E-03,PC6AR
R05154,2.05E+77,5.94E-02,
R05155,2.32E+64,2.26E-03,
R05156,1.41E+81,3.81E-02,
R05157,3.37E+61,6.46E-03,
R05158,2.14E+77,5.94E-02,
R05166,3.77E+01,5.26E-02,
R05168,2.06E+01,2.44E-01,
R05169,1.30E+06,2.44E-02,
R05170,4.56E+05,2.55E-02,
R05171,1.89E+03,2.65E-02,
R05172,1.51E-03,2.86E-01,
R05174,1.68E+15,6.98E-02,
R05185,7.81E+88,3.60E-09,
R05202,8.31E-06,3.36E-01,
R05207,2.44E-01,1.56E-01,
R05210,1.14E-79,4.30E-02,
R05215,1.14E-79,4.30E-02,
R05228,1.96E-184,1.19E-04,
R05229,4.89E-79,2.35E-02,
R05231,6.00E-05,4.46E-01,
R05232,8.98E-05,4.46E-01,
R05233,8.98E-05,4.46E-01,
R05234,8.98E-05,4.46E-01,
R05235,3.03E+06,4.12E-01,
R05236,6.80E+06,1.63E-01,
R05237,5.15E+17,3.95E-01,
R05238,5.15E+17,3.95E-01,
R05239,1.02E+18,4.68E-03,
R05240,8.31E-06,1.28E-02,
R05241,1.02E+18,4.68E-03,
R05244,5.83E+16,1.19E-03,
R05245,4.92E+44,1.23E-02,
R05246,9.37E+44,1.09E-02,
R05247,1.36E+79,2.88E-03,
R05248,1.53E+44,1.28E-02,
R05249,3.07E+77,5.94E-02,
R05250,3.25E-78,5.94E-02,
R05251,8.17E+24,4.12E-01,
R05252,1.66E-19,5.94E-02,
R05256,2.02E+44,1.28E-02,
R05257,2.19E+44,1.28E-02,
R05261,1.15E+56,5.50E-03,
R05262,1.72E+56,5.28E-03,
R05263,1.15E+56,5.50E-03,
R05264,1.72E+56,5.28E-03,
R05266,1.79E+69,8.54E-02,
R05270,8.29E+32,7.88E-02,
R05271,8.98E-05,4.46E-01,
R05272,4.92E+06,4.12E-01,
R05273,1.08E-87,8.20E-02,
R05274,2.14E+64,4.85E-02,VNTDM
R05275,8.65E-06,1.28E-02,
R05278,7.12E+54,1.45E-02,
R05279,8.65E+69,3.81E-02,
R05280,1.20E-70,3.81E-02,
R05281,1.79E+69,8.54E-02,
R05282,8.98E-05,4.46E-01,4MBZALDH
R05283,8.98E-05,4.46E-01,
R05286,3.03E+06,4.12E-01,
R05288,1.79E+69,8.54E-02,PXMO
R05289,2.03E+06,4.12E-01,
R05290,3.56E+69,4.14E-03,PTOLDOX
R05291,5.33E+69,4.14E-03,
R05292,2.69E+06,4.31E-03,DH4MCHCDH
R05293,1.87E+06,4.31E-03,
R05295,3.72E+43,1.57E-02,4MCAT23DOX
R05296,3.15E+07,2.54E-01,HMSH2
R05297,1.33E+00,3.10E-01,
R05298,7.49E+01,3.65E-01,HOPNTAL2
R05299,2.71E+54,1.45E-02,
R05300,1.38E+01,5.94E-02,
R05301,2.49E+105,1.85E-03,
R05302,7.10E+80,2.17E-02,
R05305,2.46E-04,4.65E-01,3HOPCD
R05307,1.95E+05,1.39E-01,
R05308,8.79E+14,4.49E-03,
R05309,2.69E+06,4.31E-03,DH3MCHCDH
R05310,3.79E+12,6.72E-03,
R05311,8.13E-12,3.36E-01,
R05312,3.64E+12,6.72E-03,
R05313,4.39E+04,9.67E-03,
R05314,2.69E+06,4.31E-03,
R05315,7.88E-02,2.98E-01,
R05316,1.00E-01,5.94E-02,
R05317,1.32E+15,6.46E-03,
R05321,3.15E+69,6.18E-02,
R05322,3.15E+69,6.18E-02,
R05324,1.39E+11,1.18E-01,
R05326,3.38E-02,7.88E-02,
R05328,1.38E+00,1.23E-01,
R05330,2.10E-05,7.56E-02,
R05331,1.02E+18,1.52E-05,
R05332,1.74E+03,4.48E-02,
R05334,2.22E+16,2.65E-02,
R05335,8.54E-02,2.45E-03,
R05336,8.07E+03,2.09E-03,
R05337,1.00E+00,2.16E-01,4HBCOAH
R05338,4.22E+04,2.64E-01,
R05339,2.95E+02,2.64E-01,
R05341,2.75E+36,1.29E-03,LYCOPC
R05344,1.79E+82,8.54E-02,
R05345,9.15E+39,2.54E-01,
R05347,8.98E-05,4.46E-01,3MBZALDH
R05348,8.98E-05,4.46E-01,
R05349,7.88E-02,2.98E-01,
R05350,5.26E-02,2.86E-01,
R05351,1.52E+07,5.26E-02,
R05352,2.46E-04,4.65E-01,
R05353,4.92E+06,4.12E-01,HMSD2
R05354,4.39E+04,9.67E-03,
R05356,3.81E-02,3.66E-02,
R05357,1.28E+10,1.18E-02,
R05359,2.26E+10,3.24E-02,
R05360,7.32E+08,1.33E-01,
R05361,1.77E+10,8.54E-02,
R05362,1.40E+09,2.75E-01,
R05364,1.40E+09,2.75E-01,
R05365,2.01E+09,1.33E-01,
R05366,2.08E+11,1.18E-01,
R05373,8.37E+04,5.94E-02,
R05374,1.81E+03,8.54E-02,4OD2
R05375,5.00E+01,7.27E-02,
R05376,3.26E-04,8.54E-02,
R05377,3.76E+02,7.27E-02,
R05378,2.33E+00,2.99E-02,D5KGPA
R05381,1.34E-03,2.17E-02,
R05382,3.87E+06,1.78E-03,
R05394,4.48E-02,5.94E-02,
R05398,8.15E+00,9.25E-02,
R05404,6.79E+44,1.57E-02,
R05405,1.02E+44,9.67E-03,
R05410,1.09E+47,1.01E-03,
R05411,1.29E+45,1.23E-02,
R05412,2.45E+60,3.53E-03,
R05414,3.35E+75,2.46E-04,
R05415,4.92E+44,1.23E-02,
R05416,6.79E+44,1.57E-02,
R05417,2.58E+69,4.87E-03,
R05419,3.89E+104,1.92E-02,
R05422,3.54E+71,7.56E-02,
R05423,1.20E+57,3.55E-05,
R05424,7.85E-01,2.64E-01,
R05425,4.18E+69,8.54E-02,
R05426,9.16E+76,6.98E-02,
R05427,8.29E+57,7.56E-02,
R05428,3.56E+69,4.14E-03,
R05430,4.92E+69,1.14E-03,
R05431,1.01E+85,4.66E-02,
R05432,1.10E+70,1.09E-03,
R05433,2.26E+85,4.66E-02,
R05435,2.03E+68,3.55E-05,
R05436,4.55E+68,3.55E-05,
R05437,4.92E+69,1.14E-03,
R05438,1.10E+70,1.09E-03,
R05440,2.58E+69,4.87E-03,
R05441,3.07E+77,5.94E-02,
R05442,1.79E+69,8.54E-02,
R05443,1.79E+69,8.54E-02,MXMO
R05444,2.32E+76,1.23E-02,
R05448,2.72E+77,5.94E-02,
R05450,2.05E+77,5.94E-02,
R05451,1.71E-03,1.24E-03,
R05452,4.43E+01,2.09E-03,
R05453,2.39E+05,2.75E-01,
R05463,2.51E+77,5.94E-02,
R05465,2.09E+21,4.31E-03,
R05466,4.97E+78,2.44E-02,
R05467,3.23E-01,2.77E-03,
R05468,1.96E+104,4.34E-05,
R05469,1.31E+92,1.18E-02,
R05470,1.19E+46,2.86E-01,
R05471,1.67E+04,4.46E-01,
R05472,1.16E+04,9.67E-03,
R05473,7.62E+108,1.91E-01,
R05474,8.57E-03,7.27E-02,
R05475,1.39E+74,2.44E-02,
R05478,4.82E+00,3.10E-01,
R05479,2.36E-29,5.04E-01,
R05480,2.50E-47,7.56E-02,
R05481,1.22E-25,4.12E-01,
R05482,5.79E+31,3.81E-02,
R05487,4.08E+77,3.11E-02,
R05488,2.05E+65,1.39E-02,
R05493,7.12E+54,1.33E-02,
R05495,1.91E+00,4.84E-01,
R05506,5.36E+05,3.36E-01,
R05507,1.08E+00,2.25E-01,
R05508,2.54E-01,2.17E-03,
R05509,7.22E+00,2.09E-03,
R05510,1.94E-06,3.24E-02,
R05511,4.51E-17,5.72E-03,
R05515,1.11E+04,4.46E-01,
R05516,7.85E-01,6.96E-01,
R05518,1.18E+10,3.98E-03,
R05521,3.38E+60,7.27E-02,
R05522,3.38E+60,7.27E-02,
R05526,1.90E+01,2.86E-01,
R05530,3.00E-03,2.17E-02,
R05531,1.16E+03,2.17E-02,
R05537,2.49E+55,7.27E-02,
R05538,1.57E-02,1.18E-01,
R05539,3.10E-100,2.66E-03,
R05540,4.99E-98,3.98E-03,
R05541,1.13E+74,2.44E-02,
R05542,1.13E+74,2.44E-02,
R05543,1.79E+20,4.17E-05,
R05544,1.15E-17,2.99E-02,
R05545,2.36E+21,3.38E-02,
R05546,4.12E-14,1.86E-04,
R05547,7.36E-06,3.00E-03,
R05549,7.90E-03,1.84E-02,
R05551,6.72E-03,1.69E-01,AMID5
R05552,6.93E+00,9.64E-02,PABB
R05553,5.71E+10,4.14E-03,ADCL
R05554,1.53E+06,1.57E-02,
R05555,5.91E+12,5.94E-02,
R05561,3.39E+09,3.67E-03,
R05562,1.49E+14,2.66E-03,
R05563,4.56E+05,2.55E-02,
R05564,6.95E+74,2.00E-03,
R05565,2.62E+64,4.87E-03,
R05566,2.51E+02,2.35E-02,
R05567,4.80E+64,4.87E-03,
R05568,1.27E+75,2.00E-03,
R05571,3.25E-03,3.95E-01,GLTPD
R05575,2.46E-04,4.65E-01,
R05576,2.08E-02,2.09E-03,
R05581,1.52E-04,4.51E-04,HOCCD
R05582,2.35E+10,8.89E-02,
R05585,7.34E-05,1.39E-01,
R05586,5.36E+05,3.36E-01,OGCOAAT
R05587,5.16E+04,1.04E-01,
R05588,3.49E+00,2.00E-03,BZSCT
R05590,8.46E+01,1.69E-01,
R05592,1.53E-07,1.33E-02,
R05593,1.81E-09,1.63E-02,
R05594,3.23E-13,1.84E-02,OCHCCH
R05595,1.04E-01,1.78E-03,
R05597,1.00E+00,9.64E-02,CHDCCH
R05598,1.25E+07,1.91E-01,BZSS
R05599,2.75E-01,2.25E-01,PICH
R05600,5.97E-16,6.98E-02,
R05601,1.33E+00,3.10E-01,
R05602,1.20E-18,3.83E-04,
R05604,6.46E-03,5.48E-02,ABTDG
R05605,1.93E-03,1.91E-01,EDA
R05606,3.57E+06,5.26E-02,MNNH
R05607,1.78E-03,2.54E-01,SBTPD
R05608,2.19E+07,3.80E-01,GALCTD
R05609,8.03E-08,1.64E-04,
R05610,5.19E+02,3.54E-04,
R05611,1.69E-13,5.94E-02,
R05612,5.91E+12,5.94E-02,HEXTT
R05613,5.91E+12,5.94E-02,PPTT
R05615,1.98E+13,1.13E-01,HBZOPT
R05616,1.98E+13,1.13E-01,HBZOPT6m
R05617,#NUM!,7.07E-06,
R05620,4.62E+01,2.09E-03,
R05621,6.73E+59,1.64E-03,BZ12DOX
R05622,1.01E+60,1.64E-03,
R05623,2.16E+37,3.51E-02,
R05626,1.61E+02,3.80E-01,
R05627,4.96E+04,3.65E-01,
R05629,3.36E-01,1.39E-02,
R05630,3.36E-01,1.39E-02,
R05632,1.81E+79,2.26E-02,
R05633,6.66E+00,2.26E-02,MEPCT
R05634,8.48E+00,3.81E-02,CMK
R05636,1.20E+05,6.70E-02,DXPS
R05639,2.55E-03,2.26E-03,
R05641,1.49E-11,3.65E-01,C24STRer
R05642,2.64E-13,2.76E-02,
R05643,5.13E+06,4.12E-01,
R05644,6.91E+01,7.27E-02,GMHEPAT
R05645,5.69E-01,1.63E-01,S7PI
R05646,4.26E+01,3.36E-01,
R05647,4.62E+01,3.80E-01,
R05648,1.92E-02,1.91E-01,
R05649,2.58E+06,4.12E-01,
R05650,8.79E+64,7.90E-03,
R05652,1.00E+00,2.16E-01,
R05653,3.56E+69,1.25E-06,
R05654,4.25E+64,6.54E-07,
R05655,2.05E+77,5.94E-02,
R05656,4.83E+12,1.02E-06,
R05658,7.93E-04,3.56E-06,
R05659,9.36E+07,1.99E-01,
R05661,3.61E+02,3.80E-01,D5KGK
R05662,2.51E+02,3.66E-02,UAGPT2
R05663,2.03E+06,4.12E-01,
R05664,2.03E+06,4.12E-01,
R05665,3.56E+69,4.14E-03,MTOLDOX
R05666,3.97E+35,2.34E-01,
R05668,1.18E-01,4.13E-02,
R05669,3.68E+34,1.39E-01,
R05670,3.10E-51,1.84E-01,
R05671,1.53E-19,3.38E-02,
R05672,9.48E+03,2.54E-01,
R05675,1.19E-155,4.29E-01,
R05677,4.62E+01,2.44E-01,
R05678,2.46E-04,4.65E-01,
R05679,5.09E-04,3.10E-01,
R05680,3.40E-04,3.10E-01,
R05681,7.31E-04,4.65E-01,
R05682,5.26E-02,2.86E-01,
R05683,2.46E-04,4.65E-01,IDOND
R05684,1.64E-04,4.46E-01,IDOND2
R05685,8.98E-05,4.46E-01,ALCD24xi
R05686,6.00E-05,4.46E-01,ALCD24yi
R05687,3.54E-04,9.67E-03,
R05688,8.62E-05,3.80E-01,DXPRIi
R05689,2.46E-04,4.65E-01,
R05690,2.46E-04,4.65E-01,
R05691,5.26E-02,2.86E-01,
R05692,5.26E-02,2.86E-01,GFUCS
R05693,2.46E-04,4.65E-01,SLDx
R05694,1.64E-04,4.46E-01,SLDy
R05695,1.91E+50,8.59E-04,
R05696,2.68E+20,1.63E-02,
R05697,7.13E+29,3.24E-02,
R05698,1.14E+21,2.87E-02,
R05699,2.48E+06,4.12E-01,VNDH
R05700,2.49E+05,2.87E-02,COALDDH
R05701,1.66E+05,2.76E-02,
R05702,2.73E-11,2.44E-01,
R05705,1.58E-04,9.25E-02,FMNRx
R05706,1.05E-04,9.25E-02,FMNRx2
R05707,7.20E+01,1.14E-02,FLVR_1
R05713,1.30E-07,3.11E-02,
R05714,6.75E-04,8.89E-02,
R05715,7.31E-04,1.99E-01,
R05716,4.88E-04,1.99E-01,
R05717,1.86E-05,4.66E-02,GTHAMPOR
R05719,1.94E+57,1.78E-03,
R05720,2.32E+64,2.26E-03,
R05722,4.77E+78,2.44E-02,
R05723,4.44E+88,1.92E-02,
R05724,3.82E+85,3.01E-04,NODOx
R05725,5.71E+85,3.01E-04,NODOy
R05727,8.94E+71,7.27E-02,
R05729,2.54E+73,2.87E-02,
R05730,2.54E+73,2.87E-02,
R05732,3.33E+77,5.94E-02,
R05733,3.34E+76,6.70E-02,
R05734,1.13E+87,8.20E-02,
R05735,6.04E+05,3.66E-02,
R05736,2.58E+69,8.54E-02,
R05737,5.00E+76,6.70E-02,
R05738,1.69E+87,8.20E-02,
R05749,3.40E+08,5.74E-04,
R05750,3.40E+08,5.74E-04,
R05758,4.76E+04,1.76E-01,
R05761,1.51E-02,5.48E-02,
R05762,1.51E-02,5.48E-02,
R05767,6.18E-02,2.54E-01,
R05768,2.32E+02,3.81E-02,
R05769,1.39E+11,1.18E-01,
R05772,1.33E+00,3.10E-01,
R05773,1.27E+00,2.36E-03,
R05774,9.94E+01,8.54E-02,SPDC
R05778,1.17E+88,7.59E-03,
R05779,1.07E+05,3.65E-01,PMI12346PH
R05783,1.49E+02,1.69E-01,
R05789,3.07E+02,3.50E-01,
R05790,1.17E+02,3.80E-01,
R05791,3.07E+02,3.80E-01,
R05799,3.95E-01,3.65E-01,
R05800,2.31E+03,3.36E-01,
R05801,1.67E+04,3.36E-01,
R05804,3.76E+02,6.96E-01,GK_adp
R05805,1.49E+02,5.69E-01,
R05812,6.05E-08,2.45E-03,
R05816,1.57E+47,3.95E-01,
R05817,5.35E-07,1.84E-02,
R05818,2.48E-07,3.66E-02,
R05819,4.20E-07,3.11E-02,
R05821,8.26E+83,2.99E-02,
R05822,3.43E+93,6.70E-02,
R05823,1.20E-06,5.48E-02,
R05824,6.39E+13,6.98E-02,
R05831,3.54E-04,3.36E-01,
R05832,5.29E+71,7.56E-02,
R05833,1.28E+62,6.79E-06,
R05835,2.97E+00,1.76E-01,
R05836,2.39E-08,6.18E-02,
R05837,5.69E-01,8.20E-02,
R05838,2.51E+40,3.38E-02,
R05839,7.54E-01,5.48E-02,
R05840,1.03E-97,1.14E-02,
R05841,1.03E+04,1.01E-03,PHACCOAGLYACm
R05842,7.02E-04,4.48E-02,
R05843,3.37E+61,6.46E-03,
R05844,1.26E-10,3.81E-02,
R05847,2.51E+02,2.26E-03,
R05848,2.51E+02,2.26E-03,
R05850,1.22E+00,3.50E-01,RBP4E
R05861,5.83E+16,3.11E-02,DALAOXx
R05862,1.08E+15,5.96E-03,
R05863,1.67E+16,1.09E-02,
R05864,1.33E+00,3.10E-01,
R05865,3.15E+07,2.54E-01,
R05874,2.51E+02,2.26E-03,
R05875,6.77E-05,9.25E-02,
R05884,8.90E+10,7.56E-02,
R05887,1.59E+07,3.18E-08,
R05888,8.58E-16,2.44E-01,
R05889,1.59E+07,3.18E-08,
R05890,8.58E-16,2.44E-01,
R05892,7.41E-83,2.01E-04,
R05893,8.99E-68,3.26E-04,
R05894,1.27E-111,1.01E-04,
R05895,1.25E-19,5.98E-04,
R05896,3.82E+35,2.34E-01,
R05897,2.50E+28,2.07E-01,
R05898,3.95E-13,7.56E-02,
R05899,3.33E+27,5.92E-01,
R06047,1.03E+02,1.76E-01,
R06048,1.39E+11,1.18E-01,
R06063,1.93E+22,1.64E-04,
R06064,1.93E+22,1.64E-04,
R06117,7.88E-02,2.98E-01,
R06119,5.29E+71,7.56E-02,
R06120,8.02E+30,8.23E-03,
R06126,1.10E-04,2.34E-01,LSERDHr
R06154,5.89E+13,1.39E-02,
R06166,5.26E-02,2.86E-01,
R06171,2.74E+00,1.76E-01,
R06178,5.03E+12,1.72E-05,
R06180,7.66E-06,1.56E-01,TARTRDH
R06223,1.16E+28,2.44E-02,SQLS
R06254,2.93E+117,2.04E-08,
R06255,5.34E+118,2.04E-08,
R06256,1.38E+00,2.64E-01,
R06257,7.66E-56,7.64E-05,
R06299,7.01E+09,1.47E-06,
R06300,7.01E+09,1.47E-06,
R06301,4.24E+27,6.81E-07,
R06302,4.24E+27,6.81E-07,
R06303,3.80E+24,1.11E-06,
R06304,6.59E+28,4.04E-08,
R06307,1.18E-01,1.69E-01,
R06308,5.29E+71,7.56E-02,
R06309,5.29E+71,7.56E-02,
R06310,1.08E+00,2.26E-03,
R06311,1.18E-01,1.69E-01,
R06320,5.36E-70,9.67E-03,
R06321,3.78E-274,4.72E-06,
R06351,2.58E+69,8.54E-02,
R06352,3.33E+27,5.92E-01,
R06353,3.33E+27,5.92E-01,
R06354,5.00E+76,6.70E-02,
R06355,1.52E+07,5.04E-01,
R06356,1.52E+07,5.04E-01,
R06357,3.03E+06,4.12E-01,
R06358,2.19E+45,5.24E-01,
R06359,2.19E+45,5.24E-01,
R06366,3.03E+06,4.12E-01,
R06367,7.17E+27,2.00E-03,
R06368,1.81E+29,2.00E-03,
R06369,5.97E-16,6.98E-02,
R06371,1.61E+03,1.92E-02,
R06374,1.34E+10,3.23E-01,
R06375,1.34E+10,3.23E-01,
R06376,7.88E-02,2.98E-01,
R06377,7.88E-02,2.98E-01,
R06378,7.88E-02,2.98E-01,
R06379,7.88E-02,2.98E-01,
R06382,7.88E-02,2.98E-01,
R06383,7.88E-02,2.98E-01,
R06384,7.88E-02,2.98E-01,
R06385,7.88E-02,2.98E-01,
R06386,1.17E+64,1.84E-02,
R06387,1.17E+64,1.84E-02,
R06388,1.17E+64,1.84E-02,
R06389,1.17E+64,1.84E-02,
R06390,1.19E+08,3.97E-02,
R06391,1.65E+07,3.81E-02,
R06392,1.19E+08,3.97E-02,
R06393,1.65E+07,3.81E-02,
R06394,4.18E+07,5.24E-01,
R06395,4.18E+07,5.24E-01,
R06396,7.17E+27,2.00E-03,
R06397,5.11E+282,2.09E-03,
R06399,7.88E-02,2.98E-01,
R06400,1.17E+64,1.84E-02,
R06404,2.11E+56,5.26E-02,
R06405,1.34E+10,3.23E-01,
R06407,3.03E+06,4.12E-01,
R06408,3.03E+06,4.12E-01,
R06409,4.43E+01,2.09E-03,
R06410,4.43E+01,2.09E-03,
R06411,2.75E-01,2.25E-01,
R06412,2.75E-01,2.25E-01,
R06413,4.33E-04,2.34E-01,
R06414,2.71E+04,5.70E-02,
R06415,2.40E+04,2.09E-03,
R06417,9.41E-07,6.98E-02,
R06418,6.39E+13,6.98E-02,
R06419,1.05E-03,7.27E-02,
R06420,1.05E-03,7.27E-02,
R06421,4.36E-281,7.29E-03,
R06423,2.57E-05,1.50E-01,
R06424,1.43E+02,7.90E-03,
R06426,2.57E-05,1.50E-01,
R06428,2.26E+10,3.98E-03,
R06429,9.97E+00,2.86E-01,
R06430,9.97E+00,2.86E-01,
R06434,1.90E+01,2.86E-01,
R06436,1.90E+01,2.86E-01,
R06437,1.43E+02,7.90E-03,
R06438,7.48E-11,3.23E-01,
R06441,3.92E-11,3.23E-01,
R06445,1.46E-30,4.12E-01,
R06446,7.48E-11,3.23E-01,
R06447,1.49E+102,1.43E-10,
R06448,5.99E+58,3.09E-12,
R06449,4.78E+215,5.74E-04,
R06450,1.16E+03,2.17E-02,
R06451,6.87E+03,1.92E-02,
R06452,3.47E+02,2.17E-02,
R06453,6.88E+40,1.12E-11,
R06455,3.33E+02,2.17E-02,
R06457,1.16E+03,2.17E-02,
R06458,5.64E+39,5.62E-10,
R06459,9.40E+43,1.04E-11,
R06460,1.16E+03,2.17E-02,
R06461,1.31E+03,2.17E-02,
R06462,6.26E+69,8.54E-02,
R06463,8.94E+71,7.27E-02,
R06464,8.94E+71,7.27E-02,
R06465,2.82E+66,1.35E-06,
R06467,2.82E+66,1.35E-06,
R06468,2.82E+66,1.35E-06,
R06470,2.82E+66,1.35E-06,
R06472,1.90E+01,2.86E-01,
R06473,1.90E+01,2.86E-01,
R06474,1.90E+01,2.86E-01,
R06475,1.90E+01,2.86E-01,
R06484,3.33E+02,2.17E-02,
R06485,3.33E+02,2.17E-02,
R06486,3.33E+02,2.17E-02,
R06487,3.33E+02,2.17E-02,
R06488,3.33E+02,2.17E-02,
R06489,3.33E+02,2.17E-02,
R06490,3.33E+02,2.17E-02,
R06491,3.33E+02,2.17E-02,
R06492,3.33E+02,2.17E-02,
R06493,3.33E+02,2.17E-02,
R06494,3.33E+02,2.17E-02,
R06495,3.33E+02,2.17E-02,
R06496,3.33E+02,2.17E-02,
R06497,3.33E+02,2.17E-02,
R06498,3.33E+02,2.17E-02,
R06499,3.33E+02,2.17E-02,
R06500,9.27E+160,2.17E-02,
R06501,1.70E+60,7.56E-02,
R06503,2.89E+09,1.99E-01,
R06504,9.86E+16,2.65E-02,
R06505,3.62E+01,2.65E-02,
R06506,2.15E+01,2.08E-02,
R06513,1.24E+08,9.25E-02,TDPGDH
R06514,1.43E+02,7.90E-03,TDPDRE
R06515,1.81E+29,2.00E-03,
R06516,1.00E+00,1.63E-01,
R06520,7.17E+02,3.80E-01,SBPP1
R06521,7.17E+02,3.80E-01,
R06525,6.26E+69,8.54E-02,
R06530,1.97E+03,8.54E-02,THRPDC
R06531,1.39E-01,1.04E-01,LTHRK
R06532,1.58E+09,3.50E-01,
R06533,1.58E+09,3.50E-01,
R06537,3.07E+77,5.94E-02,
R06538,3.07E+77,5.94E-02,
R06540,4.44E+88,1.92E-02,
R06545,2.15E+01,2.26E-03,
R06546,1.18E+11,1.18E-01,
R06548,7.91E-16,2.44E-01,
R06549,6.21E-16,2.44E-01,
R06550,6.02E-31,5.94E-02,
R06556,2.39E+17,2.44E-02,
R06557,1.07E+155,3.53E-03,
R06560,3.20E+77,5.94E-02,
R06561,3.20E+77,5.94E-02,
R06565,6.91E-24,1.72E-06,
R06568,5.51E+21,2.19E-05,
R06569,1.18E-02,2.36E-03,
R06570,1.67E+04,4.46E-01,
R06571,1.67E+04,4.46E-01,
R06572,2.52E+76,7.59E-03,
R06573,3.90E+78,7.90E-03,
R06579,3.97E+35,2.34E-01,
R06580,3.97E+35,2.34E-01,
R06582,3.07E+77,5.94E-02,
R06583,4.43E+01,2.09E-03,
R06584,3.82E+35,2.34E-01,
R06586,2.44E-51,1.84E-01,
R06587,0.00E+00,1.92E-02,
R06588,3.31E+154,4.29E-01,
R06589,8.51E-01,6.96E-01,
R06592,1.58E+21,1.77E-02,
R06593,3.69E+20,2.26E-02,
R06594,3.11E-02,1.51E-02,
R06595,3.22E+00,1.51E-02,
R06601,2.46E+08,1.58E-04,HIUH
R06602,4.07E+15,5.72E-03,SALSYN
R06603,2.72E+15,6.20E-03,SALCS
R06604,7.50E+13,2.99E-02,
R06605,7.50E+13,2.99E-02,
R06606,3.20E+77,5.94E-02,
R06607,3.20E+77,5.94E-02,
R06610,1.55E+01,2.86E-01,
